id,name
1681,yes
1682,
1683,
1684,fiqh
1685,yes
1686,
1687,sufism
1688,yes
1689,science
1690,yes
1691,rajeh
1692,sufism
1693,adyan
1694,yes
1695,kalam
1696,
1697,adyan
1698,yes
1699,sufism
1700,yes
1701,lugha
1702,yes
1703,adyan
1704,sufism
1705,rajeh
1706,adyan
1707,yes
1708,sufism
1709,adyan
1710,yes
1711,lugha
1712,yes
1713,kalam
1714,yes
1715,kalam
1716,yes
1717,lugha
1718,yes
1719,kalam
1720,yes
1721,fiqh
1722,sufism
1723,kalam
1724,yes
1725,
1726,kalam
1727,yes
1728,
1729,
1730,lugha
1731,yes
1732,lugha
1733,yes
1734,
1735,lugha
1736,yes
1737,lugha
1738,yes
1739,
1740,kalam
1741,science
1742,yes
1743,science
1744,yes
1745,yes
1746,science
1747,sufism
1748,lugha
1749,yes
1750,kalam
1751,sufism
1752,rajeh
1753,asbab
1754,yes
1755,adyan
1756,yes
1757,kalam
1758,sufism
1759,israeliyat
1760,kalam
1761,science
1762,yes
1763,
1764,israeliyat
1765,kalam
1766,sufism
1767,yes
1768,israeliyat
1769,kalam
1770,yes
1771,israeliyat
1772,yes
1773,israeliyat
1774,yes
1775,kalam
1776,israeliyat
1777,yes
1778,
1779,israeliyat
1780,yes
1781,kalam
1782,kalam
1783,israeliyat
1784,yes
1785,kalam
1786,yes
1787,kalam
1788,yes
1789,
1790,kalam
1791,yes
1792,yes
1793,kalam
1794,kalam
1795,yes
1796,
1797,kalam
1798,yes
1799,israeliyat
1800,kalam
1801,yes
1802,kalam
1803,yes
1804,israeliyat
1805,kalam
1806,yes
1807,israeliyat
1808,kalam
1809,yes
1810,
1811,israeliyat
1812,yes
1813,kalam
1814,yes
1815,sufism
1816,lugha
1817,yes
1818,kalam
1819,lugha
1820,yes
1821,kalam
1822,israeliyat
1823,lugha
1824,yes
1825,kalam
1826,kalam
1827,lugha
1828,yes
1829,sufism
1830,yes
1831,sufism
1832,kalam
1833,yes
1834,sufism
1835,
1836,kalam
1837,yes
1838,sufism
1839,kalam
1840,yes
1841,sufism
1842,kalam
1843,yes
1844,science
1845,israeliyat
1846,kalam
1847,yes
1848,science
1849,
1850,
1851,lugha
1852,yes
1853,israeliyat
1854,yes
1855,israeliyat
1856,yes
1857,
1858,
1859,
1860,lugha
1861,yes
1862,kalam
1863,yes
1864,kalam
1865,yes
1866,
1867,lugha
1868,yes
1869,science
1870,
1871,
1872,
1873,lugha
1874,yes
1875,lugha
1876,yes
1877,israeliyat
1878,lugha
1879,yes
1880,qiraat
1881,yes
1882,rajeh
1883,kalam
1884,israeliyat
1885,kalam
1886,yes
1887,
1888,israeliyat
1889,kalam
1890,yes
1891,israeliyat
1892,kalam
1893,yes
1894,kalam
1895,yes
1896,israeliyat
1897,kalam
1898,yes
1899,
1900,israeliyat
1901,kalam
1902,yes
1903,israeliyat
1904,kalam
1905,yes
1906,israeliyat
1907,kalam
1908,yes
1909,israeliyat
1910,kalam
1911,yes
1912,
1913,israeliyat
1914,kalam
1915,yes
1916,israeliyat
1917,kalam
1918,yes
1919,israeliyat
1920,kalam
1921,yes
1922,
1923,israeliyat
1924,yes
1925,israeliyat
1926,kalam
1927,yes
1928,kalam
1929,yes
1930,kalam
1931,yes
1932,kalam
1933,yes
1934,kalam
1935,yes
1936,kalam
1937,yes
1938,israeliyat
1939,yes
1940,kalam
1941,yes
1942,
1943,kalam
1944,yes
1945,
1946,kalam
1947,yes
1948,kalam
1949,yes
1950,kalam
1951,yes
1952,kalam
1953,yes
1954,kalam
1955,yes
1956,
1957,
1958,kalam
1959,yes
1960,
1961,kalam
1962,yes
1963,science
1964,yes
1965,
1966,
1967,science
1968,yes
1969,lugha
1970,yes
1971,science
1972,
1973,
1974,
1975,
1976,
1977,
1978,lugha
1979,yes
1980,sufism
1981,yes
1982,qiraat
1983,yes
1984,rajeh
1985,kalam
1986,sufism
1987,yes
1988,
1989,kalam
1990,sufism
1991,yes
1992,sufism
1993,yes
1994,sufism
1995,yes
1996,kalam
1997,sufism
1998,yes
1999,
2000,israeliyat
2001,kalam
2002,yes
2003,israeliyat
2004,yes
2005,israeliyaty
2006,yes
2007,israeliyat
2008,yes
2009,sufism
2010,yes
2011,
2012,sufism
2013,yes
2014,
2015,sufism
2016,yes
2017,sufism
2018,yes
2019,sufism
2020,yes
